90 0 211.865
87 0 276.712
87 90 177.513
87 180 173.224
87 270 226.985
84 0 358.603
84 45 214.801
84 90 122.361
84 135 98.1528
84 180 137.349
84 225 120.201
84 270 206.417
84 315 432.435
81 0 377.132
81 30 313.547
81 60 172.513
81 90 79.0377
81 120 79.2751
81 150 51.466
81 180 117.009
81 210 63.1348
81 240 36.6414
81 270 112.04
81 300 354.958
81 330 419.732
78 0 348.989
78 22.5 340.323
78 45 149.975
78 67.5 10.4931
78 90 -9.94907
78 112.5 5.15284
78 135 76.1505
78 157.5 79.7201
78 180 98.8927
78 202.5 119.273
78 225 -32.5667
78 247.5 -7.47283
78 270 8.23199
78 292.5 416.805
78 315 424.571
78 337.5 303.766
75 0 456.544
75 18 375.014
75 36 192.931
75 54 24.4838
75 72 -31.4359
75 90 -49.7047
75 108 -62.7414
75 126 12.9155
75 144 56.06
75 162 66.1506
75 180 66.7862
75 198 13.0602
75 216 -13.5228
75 234 -77.621
75 252 -99.2362
75 270 66.5852
75 288 373.722
75 306 389.613
75 324 461.589
75 342 488.339
72 0 548.443
72 15 488.034
72 30 234.378
72 45 100.81
72 60 24.0166
72 75 -21.4383
72 90 -97.3403
72 105 -103.235
72 120 -47.1676
72 135 33.4209
72 150 78.0427
72 165 68.6845
72 180 60.9739
72 195 21.8194
72 210 -39.6875
72 225 -33.66
72 240 -72.8445
72 255 -152.079
72 270 -79.1604
72 285 230.515
72 300 401.734
72 315 409.779
72 330 635.012
72 345 603.343
69 0 542.412
69 12.8571 431.318
69 25.7143 300.388
69 38.5714 149.014
69 51.4286 92.7837
69 64.2857 -22.5271
69 77.1429 -78.628
69 90 -126.819
69 102.857 -135.222
69 115.714 -64.1703
69 128.571 113.469
69 141.429 105.173
69 154.286 119.045
69 167.143 109.42
69 180 49.7168
69 192.857 33.7143
69 205.714 24.5087
69 218.571 168.896
69 231.429 -40.1098
69 244.286 -137.899
69 257.143 -241.069
69 270 -223.607
69 282.857 -97.3421
69 295.714 354.109
69 308.571 197.657
69 321.429 495.932
69 334.286 630.718
69 347.143 616.24
66 0 584.386
66 11.25 418.951
66 22.5 227.197
66 33.75 230.215
66 45 232.998
66 56.25 60.7058
66 67.5 -61.5253
66 78.75 -130.724
66 90 -197.739
66 101.25 -231.299
66 112.5 -123.73
66 123.75 -79.8829
66 135 92.915
66 146.25 272.172
66 157.5 140.127
66 168.75 118.204
66 180 57.5129
66 191.25 57.4114
66 202.5 84.9677
66 213.75 69.3523
66 225 96.2494
66 236.25 -76.7864
66 247.5 -166.066
66 258.75 -320.209
66 270 -348.586
66 281.25 -231.106
66 292.5 -1.32008
66 303.75 269.546
66 315 445.849
66 326.25 615.22
66 337.5 618.958
66 348.75 611.12
63 0 527.906
63 10 474.313
63 20 140.011
63 30 172.612
63 40 160.031
63 50 146.013
63 60 97.9242
63 70 -95.8575
63 80 -211.246
63 90 -249.61
63 100 -294.029
63 110 -199.739
63 120 -110.92
63 130 -82.2822
63 140 200.247
63 150 173.368
63 160 135.241
63 170 60.5447
63 180 29.85
63 190 73.6827
63 200 134.094
63 210 174.026
63 220 155.31
63 230 72.5376
63 240 -91.5395
63 250 -215.724
63 260 -372.516
63 270 -391.978
63 280 -322.465
63 290 -58.5334
63 300 135.115
63 310 342.514
63 320 511.532
63 330 610.488
63 340 568.695
63 350 582.659
60 0 491.013
60 9 446.567
60 18 242.761
60 27 129.163
60 36 136.813
60 45 148.469
60 54 79.1606
60 63 -49.4977
60 72 -192.021
60 81 -275.474
60 90 -316.479
60 99 -299.093
60 108 -246.32
60 117 -122.567
60 126 27.063
60 135 73.6934
60 144 216.119
60 153 175.725
60 162 124.547
60 171 -33.3646
60 180 -25.9974
60 189 107.036
60 198 124.038
60 207 213.268
60 216 93.1879
60 225 79.0211
60 234 39.5085
60 243 -130.78
60 252 -229.171
60 261 -339.376
60 270 -381.952
60 279 -389.646
60 288 -167.416
60 297 90.43
60 306 246.154
60 315 417.011
60 324 540.315
60 333 616.014
60 342 560.768
60 351 510.638
57 0 476.223
57 8.18182 401.784
57 16.3636 297.062
57 24.5454 207.371
57 32.7273 160.295
57 40.9091 102.014
57 49.0909 78.2152
57 57.2727 -0.71859
57 65.4545 -142.86
57 73.6364 -257.571
57 81.8182 -316.041
57 90 -318.842
57 98.1818 -313.173
57 106.364 -266.681
57 114.545 -106.375
57 122.727 -21.1991
57 130.909 205.886
57 139.091 198.216
57 147.273 214.068
57 155.455 178.215
57 163.636 3.02909
57 171.818 36.4864
57 180 61.5735
57 188.182 163.384
57 196.364 172.417
57 204.545 31.1727
57 212.727 71.8299
57 220.909 26.6645
57 229.091 104.819
57 237.273 -15.8917
57 245.455 -142.893
57 253.636 -193.559
57 261.818 -310.035
57 270 -395.002
57 278.182 -409.045
57 286.364 -246.796
57 294.545 -46.5746
57 302.727 134.786
57 310.909 351.875
57 319.091 483.607
57 327.273 634.971
57 335.455 590.391
57 343.636 560.419
57 351.818 568.815
54 0 402.955
54 7.5 359.842
54 15 339.552
54 22.5 290.697
54 30 167.93
54 37.5 68.1806
54 45 30.9081
54 52.5 -9.22381
54 60 -89.9051
54 67.5 -255.918
54 75 -319.931
54 82.5 -348.134
54 90 -298.201
54 97.5 -292.963
54 105 -217.52
54 112.5 -155.661
54 120 -68.8389
54 127.5 137.703
54 135 309.397
54 142.5 182.253
54 150 208.961
54 157.5 287.641
54 165 56.8194
54 172.5 22.9202
54 180 169.615
54 187.5 41.7129
54 195 303.268
54 202.5 -10.9247
54 210 75.4012
54 217.5 18.4071
54 225 -11.9262
54 232.5 27.4456
54 240 36.8758
54 247.5 -130.105
54 255 -151.385
54 262.5 -279.271
54 270 -341.66
54 277.5 -344.142
54 285 -270.272
54 292.5 -97.3821
54 300 6.62636
54 307.5 156.846
54 315 397.162
54 322.5 545.074
54 330 593.934
54 337.5 553.523
54 345 575.291
54 352.5 532.401
51 0 429.492
51 6.92308 402.76
51 13.8461 355.033
51 20.7692 382.706
51 27.6923 246.742
51 34.6154 107.681
51 41.5385 16.9328
51 48.4615 -153.777
51 55.3846 -194.524
51 62.3077 -235.439
51 69.2308 -293.784
51 76.1539 -357.811
51 83.0769 -323.991
51 90 -421.688
51 96.9231 -406.111
51 103.846 -289.575
51 110.769 -251.267
51 117.692 -84.5061
51 124.615 58.2181
51 131.538 182.82
51 138.462 181.241
51 145.385 161.817
51 152.308 237.693
51 159.231 -17.0812
51 166.154 -0.742619
51 173.077 -49.8218
51 180 -272.923
51 186.923 -340.338
51 193.846 123.182
